"","period","year","month","date","label","account","account_label","account_generic","account_subcategory","account_category","account_statement","value"
"2480","2035-01",2035,1,2035-01-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-2007.15
"2481","2035-01",2035,1,2035-01-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-2992.85
"2482","2035-01",2035,1,2035-01-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2483","2035-02",2035,2,2035-02-28,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",2017.19
"2484","2035-02",2035,2,2035-02-28,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-2017.19
"2485","2035-02",2035,2,2035-02-28,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",2982.81
"2486","2035-02",2035,2,2035-02-28,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",2982.81
"2487","2035-02",2035,2,2035-02-28,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-2017.19
"2488","2035-02",2035,2,2035-02-28,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-2982.81
"2489","2035-02",2035,2,2035-02-28,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2490","2035-03",2035,3,2035-03-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",2027.28
"2491","2035-03",2035,3,2035-03-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-2027.28
"2492","2035-03",2035,3,2035-03-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",2972.72
"2493","2035-03",2035,3,2035-03-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",2972.72
"2494","2035-03",2035,3,2035-03-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-2027.28
"2495","2035-03",2035,3,2035-03-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-2972.72
"2496","2035-03",2035,3,2035-03-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2497","2035-04",2035,4,2035-04-30,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",2037.41
"2498","2035-04",2035,4,2035-04-30,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-2037.41
"2499","2035-04",2035,4,2035-04-30,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",2962.59
"2500","2035-04",2035,4,2035-04-30,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",2962.59
"2501","2035-04",2035,4,2035-04-30,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-2037.41
"2502","2035-04",2035,4,2035-04-30,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-2962.59
"2503","2035-04",2035,4,2035-04-30,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2504","2035-05",2035,5,2035-05-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",2047.6
"2505","2035-05",2035,5,2035-05-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-2047.6
"2506","2035-05",2035,5,2035-05-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",2952.4
"2507","2035-05",2035,5,2035-05-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",2952.4
"2508","2035-05",2035,5,2035-05-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-2047.6
"2509","2035-05",2035,5,2035-05-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-2952.4
"2510","2035-05",2035,5,2035-05-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2511","2035-06",2035,6,2035-06-30,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",2057.84
"2512","2035-06",2035,6,2035-06-30,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-2057.84
"2513","2035-06",2035,6,2035-06-30,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",2942.16
"2514","2035-06",2035,6,2035-06-30,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",2942.16
"2515","2035-06",2035,6,2035-06-30,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-2057.84
"2516","2035-06",2035,6,2035-06-30,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-2942.16
"2517","2035-06",2035,6,2035-06-30,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2518","2035-07",2035,7,2035-07-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",2068.13
"2519","2035-07",2035,7,2035-07-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-2068.13
"2520","2035-07",2035,7,2035-07-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",2931.87
"2521","2035-07",2035,7,2035-07-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",2931.87
"2522","2035-07",2035,7,2035-07-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-2068.13
"2523","2035-07",2035,7,2035-07-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-2931.87
"2524","2035-07",2035,7,2035-07-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2525","2035-08",2035,8,2035-08-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",2078.47
"2526","2035-08",2035,8,2035-08-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-2078.47
"2527","2035-08",2035,8,2035-08-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",2921.53
"2528","2035-08",2035,8,2035-08-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",2921.53
"2529","2035-08",2035,8,2035-08-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-2078.47
"2530","2035-08",2035,8,2035-08-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-2921.53
"2531","2035-08",2035,8,2035-08-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2532","2035-09",2035,9,2035-09-30,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",2088.86
"2533","2035-09",2035,9,2035-09-30,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-2088.86
"2534","2035-09",2035,9,2035-09-30,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",2911.14
"2535","2035-09",2035,9,2035-09-30,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",2911.14
"2536","2035-09",2035,9,2035-09-30,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-2088.86
"2537","2035-09",2035,9,2035-09-30,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-2911.14
"2538","2035-09",2035,9,2035-09-30,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"2539","2035-10",2035,10,2035-10-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",2099.3
